id,title,released_year,runtime,genre,overview
338,Serbuan maut 2: Berandal,2014,150,"Action, Crime, Thriller","Only a short time after the first raid, Rama goes undercover with the thugs of Jakarta and plans to bring down the syndicate and uncover the corruption within his police force."
339,The Imitation Game,2014,114,"Biography, Drama, Thriller","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians."
340,Guardians of the Galaxy,2014,121,"Action, Adventure, Comedy",A group of intergalactic criminals must pull together to stop a fanatical warrior with plans to purge the universe.
341,Blade Runner 2049,2017,164,"Action, Drama, Mystery","Young Blade Runner K's discovery of a long-buried secret leads him to track down former Blade Runner Rick Deckard, who's been missing for thirty years."
342,Her,2013,126,"Drama, Romance, Sci-Fi","In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
343,Bohemian Rhapsody,2018,134,"Biography, Drama, Music","The story of the legendary British rock band Queen and lead singer Freddie Mercury, leading up to their famous performance at Live Aid (1985)."
344,The Revenant,2015,156,"Action, Adventure, Drama",A frontiersman on a fur trading expedition in the 1820s fights for survival after being mauled by a bear and left for dead by members of his own hunting team.
345,The Perks of Being a Wallflower,2012,103,"Drama, Romance",An introvert freshman is taken under the wings of two seniors who welcome him to the real world
346,Tropa de Elite 2: O Inimigo Agora \351 Outro,2010,115,"Action, Crime, Drama","After a prison riot, former-Captain Nascimento, now a high ranking security officer in Rio de Janeiro, is swept into a bloody political dispute that involves government officials and paramilitary groups."
347,The King's Speech,2010,118,"Biography, Drama, History","The story of King George VI, his impromptu ascension to the throne of the British Empire in 1936, and the speech therapist who helped the unsure monarch overcome his stammer."
348,The Help,2011,146,Drama,"An aspiring author during the civil rights movement of the 1960s decides to write a book detailing the African American maids' point of view on the white families for which they work, and the hardships they go through on a daily basis."
349,Deadpool,2016,108,"Action, Adventure, Comedy","A wisecracking mercenary gets experimented on and becomes immortal but ugly, and sets out to track down the man who ruined his looks."
350,Darbareye Elly,2009,119,"Drama, Mystery",The mysterious disappearance of a kindergarten teacher during a picnic in the north of Iran is followed by a series of misadventures for her fellow travelers.
351,Dev.D,2009,144,"Drama, Romance","After breaking up with his childhood sweetheart, a young man finds solace in drugs. Meanwhile, a teenage girl is caught in the world of prostitution. Will they be destroyed, or will they find redemption?"
352,Yip Man,2008,106,"Action, Biography, Drama","During the Japanese invasion of China, a wealthy martial artist is forced to leave his home when his city is occupied. With little means of providing for themselves, Ip Man and the remaining members of the city must find a way to survive."
353,My Name Is Khan,2010,165,Drama,An Indian Muslim man with Asperger's syndrome takes a challenge to speak to the President of the United States seriously and embarks on a cross-country journey.
354,Nefes: Vatan Sagolsun,2009,128,"Action, Drama, Thriller",Story of 40-man Turkish task force who must defend a relay station.
355,Slumdog Millionaire,2008,120,"Drama, Romance","A Mumbai teenager reflects on his life after being accused of cheating on the Indian version of ""Who Wants to be a Millionaire?""."
356,Black Swan,2010,108,"Drama, Thriller","A committed dancer struggles to maintain her sanity after winning the lead role in a production of Tchaikovsky's ""Swan Lake""."
357,Tropa de Elite,2007,115,"Action, Crime, Drama","In 1997 Rio de Janeiro, Captain Nascimento has to find a substitute for his position while trying to take down drug dealers and criminals before the Pope visits."
358,The Avengers,2012,143,"Action, Adventure, Sci-Fi",Earth's mightiest heroes must come together and learn to fight as a team if they are going to stop the mischievous Loki and his alien army from enslaving humanity.
359,Persepolis,2007,96,"Animation, Biography, Drama",A precocious and outspoken Iranian girl grows up during the Islamic Revolution.
360,Dallas Buyers Club,2013,117,"Biography, Drama","In 1985 Dallas, electrician and hustler Ron Woodroof works around the system to help AIDS patients get the medication they need after he is diagnosed with the disease."
361,The Pursuit of Happyness,2006,117,"Biography, Drama",A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.
362,Blood Diamond,2006,143,"Adventure, Drama, Thriller","A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
363,The Bourne Ultimatum,2007,115,"Action, Mystery, Thriller",Jason Bourne dodges a ruthless C.I.A. official and his Agents from a new assassination program while searching for the origins of his life as a trained killer.
364,Bin-jip,2004,88,"Crime, Drama, Romance",A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
365,Sin City,2005,124,"Crime, Thriller","A movie that explores the dark and miserable town, Basin City, tells the story of three different people, all caught up in violent corruption."
366,Le scaphandre et le papillon,2007,112,"Biography, Drama",The true story of Elle editor Jean-Dominique Bauby who suffers a stroke and has to live with an almost totally paralyzed body; only his left eye isn't paralyzed.
367,G.O.R.A.,2004,127,"Adventure, Comedy, Sci-Fi",A slick young Turk kidnapped by extraterrestrials shows his great \253 humanitarian spirit \273 by outwitting the evil commander-in-chief of the planet of G.O.R.A.
368,Ratatouille,2007,111,"Animation, Adventure, Comedy",A rat who can cook makes an unusual alliance with a young kitchen worker at a famous restaurant.
369,Casino Royale,2006,144,"Action, Adventure, Thriller","After earning 00 status and a licence to kill, Secret Agent James Bond sets out on his first mission as 007. Bond must defeat a private banker funding terrorists in a high-stakes game of poker at Casino Royale, Montenegro."
370,Kill Bill: Vol. 2,2004,137,"Action, Crime, Thriller","The Bride continues her quest of vengeance against her former boss and lover Bill, the reclusive bouncer Budd, and the treacherous, one-eyed Elle."
371,Vozvrashchenie,2003,110,Drama,"In the Russian wilderness, two brothers face a range of new, conflicting emotions when their father - a man they know only through a single photograph - resurfaces."
372,Bom Yeoareum Gaeul Gyeoul Geurigo Bom,2003,103,"Drama, Romance",A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
373,Mar adentro,2014,126,"Biography, Drama","The factual story of Spaniard Ramon Sampedro, who fought a thirty-year campaign in favor of euthanasia and his own right to die."
374,Cinderella Man,2005,144,"Biography, Drama, History","The story of James J. Braddock, a supposedly washed-up boxer who came back to become a champion and an inspiration in the 1930s."
375,Kal Ho Naa Ho,2003,186,"Comedy, Drama, Musical","Naina, an introverted, perpetually depressed girl's life changes when she meets Aman. But Aman has a secret of his own which changes their lives forever. Embroiled in all this is Rohit, Naina's best friend who conceals his love for her."
376,Mou gaan dou,2002,101,"Action, Crime, Drama","A story between a mole in the police department and an undercover cop. Their objectives are the same: to find out who is the mole, and who is the cop."
377,Pirates of the Caribbean: The Curse of the Black Pearl,2003,143,"Action, Adventure, Fantasy","Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead."
378,Big Fish,2003,125,"Adventure, Drama, Fantasy",A frustrated son tries to determine the fact from fiction in his dying father's life.
379,The Incredibles,2004,115,"Animation, Action, Adventure","A family of undercover superheroes, while trying to live the quiet suburban life, are forced into action to save the world."
380,Yeopgijeogin geunyeo,2001,137,"Comedy, Drama, Romance","A young man sees a drunk, cute woman standing too close to the tracks at a metro station in Seoul and pulls her back. She ends up getting him into trouble repeatedly after that, starting on the train."
381,Dogville,2003,178,"Crime, Drama","A woman on the run from the mob is reluctantly accepted in a small Colorado community in exchange for labor, but when a search visits the town she finds out that their support has a price."
382,Vizontele,2001,110,"Comedy, Drama",Lives of residents in a small Anatolian village change when television is introduced to them
383,Donnie Darko,2001,113,"Drama, Mystery, Sci-Fi","After narrowly escaping a bizarre accident, a troubled teenager is plagued by visions of a man in a large rabbit suit who manipulates him to commit a series of crimes."
384,Magnolia,1999,188,Drama,"An epic mosaic of interrelated characters in search of love, forgiveness, and meaning in the San Fernando Valley."
385,Dancer in the Dark,2000,140,"Crime, Drama, Musical","An East European girl travels to the United States with her young son, expecting it to be like a Hollywood film."
386,The Straight Story,1999,112,"Biography, Drama",An old man makes a long journey by lawnmower to mend his relationship with an ill brother.
387,P\342fekuto bur\373,1997,81,"Animation, Crime, Mystery","A pop singer gives up her career to become an actress, but she slowly goes insane when she starts being stalked by an obsessed fan and what seems to be a ghost of her past."
